,Price,Close,High,Low,Open,Volume
0,Ticker,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
1,Date,,,,,
27,2024-03-07,1036.1026611328125,1043.7789235449698,1010.9302814511313,1021.8466061447888,16877082
28,2024-03-11,1024.83740234375,1032.7628958337734,1017.8589375417984,1031.5666362599177,7502450
29,2024-03-12,1013.372802734375,1033.8097357949305,1008.1887880324643,1024.6380876846872,8763820
30,2024-03-13,970.2060546875,1017.8589903523438,960.5857176581433,1015.8651431626232,16564155
31,2024-03-14,964.7727661132812,978.9789267096277,952.4607846020682,961.9813923410198,22931801
32,2024-03-15,942.9401245117188,976.7358575212209,937.1081460269942,965.4207994586787,23390913
33,2024-03-18,969.4583129882812,971.8010589788295,933.7684622657706,942.9401101969772,12121719
34,2024-03-19,954.8035278320312,967.6139710813223,948.6724236745789,965.5702899779665,9483750
35,2024-03-20,937.5567626953125,962.1807864953793,918.3659844002173,957.9438614172414,13900321
36,2024-03-21,961.9315795898438,966.268172791921,943.0896997277866,948.0743175910413,11074207
37,2024-03-22,976.7857055664062,983.166040778508,947.4262941447125,961.931580823292,13638296
38,2024-03-26,983.166015625,991.9389306816523,972.9973832616007,973.9943068100245,9461531
39,2024-03-27,975.6392822265625,991.9389583591376,973.6952690834165,988.5493938609659,6640537
40,2024-03-28,989.7457275390625,996.8239215333233,975.9881941727041,979.4774267361406,9862996
41,2024-04-01,989.1973876953125,1006.7432177513575,984.4121668479715,996.9235451703829,8629407
42,2024-04-02,1001.5592651367188,1004.8989346778949,990.3438752407601,995.926622761128,7995931
43,2024-04-03,1006.0454711914062,1011.3291540804612,989.4965029902119,1000.9112903333113,8040366
44,2024-04-04,1008.4878540039062,1013.871265593801,995.0792807327128,1012.8743420288121,9138276
45,2024-04-05,1004.001708984375,1009.3851206333742,1001.3100640072616,1008.4878650760788,4519120
46,2024-04-08,1010.0829467773438,1013.2731142870745,1000.9112380046372,1006.9426132753277,5188052
47,2024-04-09,1005.3973999023438,1026.3327944466662,1001.90816747829,1017.8589442739643,8539041
48,2024-04-10,1010.3820190429688,1017.8589456762418,1006.892786614108,1009.1358646040899,4554077
49,2024-04-12,1015.3666381835938,1025.8343354844556,1010.3820204212786,1010.8804821975102,11575194
50,2024-04-15,995.7272338867188,1003.852185193392,975.4896979034717,995.0293752292167,12632409
51,2024-04-16,989.7457275390625,1001.80853948109,979.0786329613645,986.9543536577906,9574762
52,2024-04-18,968.3616943359375,1000.0140179761577,963.2774084208725,993.2847838164258,13540490
53,2024-04-19,960.23681640625,964.9722034703329,941.0958712619531,961.0343431107234,15381310
54,2024-04-22,970.554931640625,975.7389463860485,963.0281708392571,975.7389463860485,7187959
55,2024-04-23,983.71435546875,991.4405133150968,971.0534136671944,972.997426843172,7994116
56,2024-04-24,988.5993041992188,992.8362294645907,984.9605087500032,989.346996893108,4671450
57,2024-04-25,998.1697387695312,1000.2134199478468,986.4558866541336,989.446657407001,8366455
58,2024-04-26,996.4251098632812,1005.8460497848425,993.5340071665445,1004.6995633384917,7937500
59,2024-04-29,997.5216674804688,1002.6558480385609,995.9266141591074,999.9641423173026,4764750
60,2024-04-30,1004.79931640625,1016.3137717666636,994.4312866724147,1001.9082136398765,9047011
61,2024-05-02,1024.6380615234375,1026.8312446301773,1008.4379931758202,1016.8620092454183,12695047
62,2024-05-03,1010.2823486328125,1036.9998267222027,992.9358545457699,1034.8066435928806,11871773
63,2024-05-06,1013.07373046875,1016.6626309338477,1001.9081744644453,1011.8774100312557,5724760
64,2024-05-07,985.5087890625,1014.8183665411239,979.028785817335,1013.0737502828102,8877426
65,2024-05-08,1008.986328125,1011.8774308377767,973.9943349049339,983.9137366673529,7519352
66,2024-05-09,1027.13037109375,1039.9905873933412,1004.2010688452552,1007.8896981096933,19189798
67,2024-05-10,1043.4300537109375,1047.118622153057,1027.230046089197,1033.8097171535346,13383183
68,2024-05-13,956.79736328125,1005.5967825177934,944.2859850790886,1001.9081532666385,58974762
69,2024-05-14,961.6823120117188,965.0219815137478,950.3173593780787,962.1308789243916,16325689
70,2024-05-15,944.3856811523438,969.9567949388908,942.1924371394084,967.9629478084743,19668239
71,2024-05-16,933.5192260742188,951.4638497726754,916.1727321600905,950.2675293566348,31240770
72,2024-05-17,942.7906494140625,950.4669732117342,938.1050963806224,941.0958671448539,13205512
73,2024-05-21,948.3733520507812,953.7069295016887,945.7813751840451,951.0650577800128,10055258
74,2024-05-22,944.5850830078125,951.9623417681472,939.6502991645742,949.0712390748681,9495279
75,2024-05-23,959.3893432617188,960.4859956628709,942.1425782092996,947.0773618960241,11211074
76,2024-05-24,957.5949096679688,967.9629389906398,955.0527667693228,959.5389227718927,9590588
77,2024-05-27,955.5512084960938,963.4767627704676,949.071205517247,961.9315434603733,6916555
78,2024-05-28,944.6348876953125,958.9407769957431,943.0896683785454,956.0496743922041,6618946
79,2024-05-29,940.6970825195312,947.5758796831192,935.911861419699,944.036813080503,8184019
80,2024-05-30,921.1075439453125,948.5229420987141,918.1666072466522,940.5973875539809,10170912
81,2024-05-31,920.1604614257812,934.3666223957892,917.2693587139829,928.7838747044248,14289102
82,2024-06-03,947.5260009765625,960.0373793689552,931.1265963973044,960.0373793689552,12314329
83,2024-06-04,901.1192626953125,945.0835689366378,852.7684682929635,945.0835689366378,26554598
84,2024-06-05,927.089111328125,930.8774088277726,887.2620014529773,922.1044933424341,13752553
85,2024-06-06,935.363525390625,943.0896829411471,928.3352264980141,937.1081416117106,11792640
86,2024-06-07,967.5143432617188,970.0066522345722,932.3727867444848,937.1081737929064,15577866
87,2024-06-10,972.1500244140625,981.8700290294881,966.1185882568394,973.9943086431638,9258931
88,2024-06-11,987.0999755859375,992.5499877929688,966.6500244140625,973.7999877929688,14828702
89,2024-06-12,988.7000122070312,1010.25,987.0,994.5,17527993
90,2024-06-13,985.8499755859375,1002.0,980.75,1002.0,12157226
91,2024-06-14,993.4000244140625,997.25,981.4000244140625,990.0,11591421
92,2024-06-18,985.9000244140625,1003.5499877929688,984.0,1000.0,9845075
93,2024-06-19,977.3499755859375,994.9000244140625,975.1500244140625,990.0,7605719
94,2024-06-20,978.25,988.4000244140625,976.3499755859375,980.0,7299571
95,2024-06-21,961.7999877929688,980.9000244140625,958.0999755859375,979.0,14303735
96,2024-06-24,958.0499877929688,963.5,950.0499877929688,960.9000244140625,6655577
97,2024-06-25,955.0,962.8499755859375,949.2999877929688,960.0,7304128
98,2024-06-26,951.8499755859375,962.5,950.0999755859375,956.0,6908988
99,2024-06-27,972.0999755859375,974.8499755859375,948.0499877929688,952.5,19385412
100,2024-06-28,989.75,998.5,972.5499877929688,975.0,23025267
101,2024-07-01,1002.0499877929688,1005.5,985.2000122070312,989.75,14006105
102,2024-07-02,981.2999877929688,1005.0,979.0999755859375,1004.0499877929688,12284132
103,2024-07-03,975.6500244140625,987.3499755859375,973.5,984.9500122070312,7346258
104,2024-07-04,998.2000122070312,1004.0,979.5999755859375,984.0,12139832
105,2024-07-05,993.6500244140625,1006.5999755859375,989.9500122070312,1005.0,9050375
106,2024-07-08,1002.5999755859375,1016.5999755859375,996.2000122070312,1005.0,13312085
107,2024-07-09,1014.9500122070312,1017.0,998.0999755859375,1000.9500122070312,10948094
108,2024-07-10,1005.5,1019.8499755859375,986.0499877929688,1015.0,13412206
109,2024-07-11,1020.7999877929688,1025.5,1007.0499877929688,1008.0,11983571
110,2024-07-12,1016.75,1025.9000244140625,1015.0,1023.8499755859375,7339644
111,2024-07-15,1024.449951171875,1029.800048828125,1017.2999877929688,1021.3499755859375,5847297
112,2024-07-16,1021.1500244140625,1029.5999755859375,1019.2000122070312,1025.5,4824555
113,2024-07-18,1024.550048828125,1027.0,1008.0,1022.9500122070312,8010324
114,2024-07-19,990.0,1024.0,986.6500244140625,1024.0,7400178
115,2024-07-22,1003.1500244140625,1008.0,976.5499877929688,990.0,7396198
116,2024-07-23,1001.7999877929688,1008.6500244140625,967.2000122070312,1007.9000244140625,10384177
117,2024-07-24,1027.699951171875,1034.25,995.1500244140625,997.7999877929688,11469098
118,2024-07-25,1090.949951171875,1094.0,1024.3499755859375,1029.0,32766835
119,2024-07-26,1118.300048828125,1120.5,1083.5999755859375,1111.949951171875,21232845
120,2024-07-29,1124.0,1139.9000244140625,1118.5999755859375,1124.0,11850624
121,2024-07-30,1161.8499755859375,1179.0,1118.5999755859375,1125.800048828125,28592304
122,2024-07-31,1156.6500244140625,1167.9000244140625,1145.300048828125,1164.0,10860623
123,2024-08-01,1144.4000244140625,1176.0,1136.5,1167.0,14375948
124,2024-08-02,1096.6500244140625,1120.0,1090.050048828125,1120.0,21967812
125,2024-08-05,1016.4500122070312,1065.0,1014.0499877929688,1059.949951171875,26651144
126,2024-08-06,1013.75,1060.6500244140625,1008.4000244140625,1030.0,16726393
127,2024-08-07,1025.300048828125,1040.199951171875,1015.0499877929688,1036.050048828125,9978703
128,2024-08-08,1041.75,1056.4000244140625,1027.0,1034.949951171875,19529790
129,2024-08-09,1068.0999755859375,1082.949951171875,1052.050048828125,1055.0,15443008
130,2024-08-12,1076.1500244140625,1079.9000244140625,1055.0,1065.0,11311050
131,2024-08-13,1053.449951171875,1075.5,1048.199951171875,1074.8499755859375,7508231
132,2024-08-14,1062.3499755859375,1067.050048828125,1047.0,1057.0,8211830
133,2024-08-16,1098.3499755859375,1099.949951171875,1070.0,1072.0,11435650
134,2024-08-19,1087.699951171875,1107.0,1085.0,1105.9000244140625,6911441
135,2024-08-20,1086.9000244140625,1098.050048828125,1082.050048828125,1097.0,5625723
136,2024-08-21,1085.199951171875,1095.300048828125,1083.300048828125,1089.0,4869876
137,2024-08-22,1068.449951171875,1094.75,1064.949951171875,1090.0,9377476
138,2024-08-23,1085.1500244140625,1092.5999755859375,1071.0,1073.0,10179655
139,2024-08-26,1092.4000244140625,1103.3499755859375,1082.8499755859375,1089.0,9415039
140,2024-08-27,1077.25,1096.6500244140625,1075.0,1093.050048828125,8813305
141,2024-08-28,1074.550048828125,1088.699951171875,1070.0999755859375,1082.949951171875,8145376
142,2024-08-29,1121.6500244140625,1142.0,1066.0,1079.050048828125,40658159
143,2024-08-30,1111.3499755859375,1115.0,1097.449951171875,1113.949951171875,17647545
144,2024-09-02,1092.6500244140625,1105.0,1087.3499755859375,1105.0,8116675
145,2024-09-03,1085.0999755859375,1100.0,1082.199951171875,1097.5999755859375,5088731
146,2024-09-04,1080.449951171875,1085.0,1072.0999755859375,1079.0,4665908
147,2024-09-05,1069.1500244140625,1085.8499755859375,1066.949951171875,1081.0,7900593
148,2024-09-06,1049.3499755859375,1072.949951171875,1040.5,1068.800048828125,8717377
149,2024-09-09,1038.699951171875,1049.949951171875,1026.25,1049.3499755859375,7206054
150,2024-09-10,1035.800048828125,1049.0,1032.199951171875,1049.0,6919238
151,2024-09-11,976.2999877929688,1011.5499877929688,971.25,1000.0,36140411
152,2024-09-12,986.1500244140625,988.0,958.0,976.2999877929688,25675836
153,2024-09-13,992.0999755859375,1006.0,988.0,994.9000244140625,13203676
154,2024-09-16,988.4000244140625,999.9000244140625,984.5,997.0,5836274
155,2024-09-17,974.9500122070312,995.0,960.0,995.0,44516613
156,2024-09-18,962.0499877929688,983.7000122070312,957.1500244140625,978.2000122070312,12044431
157,2024-09-19,967.0,978.9500122070312,956.3499755859375,970.4000244140625,13466770
158,2024-09-20,970.8499755859375,977.5,949.2000122070312,967.0,16764981
159,2024-09-23,971.7999877929688,979.2000122070312,966.0499877929688,973.5,10254297
160,2024-09-24,977.2999877929688,985.0,972.5999755859375,974.0,12755422
161,2024-09-25,963.5999755859375,982.5,959.25,982.4000244140625,12959075
162,2024-09-26,993.1500244140625,994.9500122070312,965.5999755859375,970.7999877929688,21640021
163,2024-09-27,993.0,1000.4000244140625,989.1500244140625,996.0,10360030
164,2024-09-30,974.6500244140625,996.9500122070312,971.7999877929688,993.0,12225895
165,2024-10-01,965.2000122070312,984.5,958.9000244140625,976.9000244140625,10085203
166,2024-10-03,925.7000122070312,950.1500244140625,925.0,939.0,24418517
167,2024-10-04,930.75,949.2000122070312,920.0,930.0,19187758
168,2024-10-07,927.8499755859375,944.4500122070312,915.0,942.0,11772546
169,2024-10-08,919.7999877929688,924.7999877929688,893.8499755859375,916.0,21177886
170,2024-10-09,939.1500244140625,948.4500122070312,925.5,926.7999877929688,11557737
171,2024-10-10,928.5,943.5999755859375,912.3499755859375,933.75,13249851
172,2024-10-11,930.7000122070312,937.0,928.5,932.0,4459529
173,2024-10-14,928.25,940.0,925.3499755859375,930.0,5740649
174,2024-10-15,917.2999877929688,935.3499755859375,913.0,932.9500122070312,9058919
175,2024-10-16,907.4500122070312,923.0,900.0,917.0499877929688,10298258
176,2024-10-17,891.5999755859375,914.9500122070312,890.0499877929688,914.9500122070312,13864583
177,2024-10-18,910.1500244140625,917.7000122070312,886.7999877929688,894.2999877929688,11527914
178,2024-10-21,903.2999877929688,917.6500244140625,898.0999755859375,912.0499877929688,7390557
179,2024-10-22,879.5,906.0999755859375,875.25,905.0,13617490
180,2024-10-23,877.6500244140625,885.5999755859375,863.2999877929688,879.0,10553771
181,2024-10-24,880.0,890.0,875.25,875.25,7233484
182,2024-10-25,864.2999877929688,885.75,857.2999877929688,883.9000244140625,10873022
183,2024-10-28,878.4500122070312,886.75,860.2000122070312,867.8499755859375,7106045
184,2024-10-29,842.75,882.5,825.7000122070312,880.25,26818871
185,2024-10-30,840.2000122070312,853.5999755859375,838.0499877929688,846.0,12933218
186,2024-10-31,834.0499877929688,843.8499755859375,831.8499755859375,843.8499755859375,11904413
187,2024-11-01,843.4500122070312,847.9500122070312,840.0,847.9500122070312,2900548
188,2024-11-04,824.0999755859375,844.4500122070312,814.5,840.0,15514419
189,2024-11-05,835.6500244140625,843.5999755859375,820.4000244140625,821.5,10215249
190,2024-11-06,839.7000122070312,843.9000244140625,826.0,843.9000244140625,10579596
191,2024-11-07,819.75,842.75,817.2999877929688,841.0,13237161
192,2024-11-08,805.4500122070312,822.0,801.0999755859375,821.9500122070312,16072692
193,2024-11-11,804.7000122070312,831.4500122070312,792.0,801.0,27587619
194,2024-11-12,784.8499755859375,813.0999755859375,783.0499877929688,806.0,16526921
195,2024-11-13,786.25,792.6500244140625,775.5499877929688,787.0,14674022
196,2024-11-14,774.2999877929688,792.0,772.0,786.5999755859375,11740909
197,2024-11-18,771.9000244140625,781.75,759.2000122070312,778.0,17053446
198,2024-11-19,783.2000122070312,799.9000244140625,771.9000244140625,771.9000244140625,14012014
199,2024-11-21,773.8499755859375,785.9500122070312,766.25,784.9500122070312,14194678
200,2024-11-22,791.0,794.0,775.0,775.0,14535112
201,2024-11-25,796.5999755859375,810.2000122070312,793.6500244140625,808.0499877929688,15194167
202,2024-11-26,783.0,801.7999877929688,780.1500244140625,797.1500244140625,10310838
203,2024-11-27,783.9500122070312,791.9000244140625,779.0999755859375,785.0499877929688,10014685
204,2024-11-28,779.4500122070312,792.5499877929688,778.0,783.0,10939142
205,2024-11-29,786.4500122070312,789.4000244140625,777.0499877929688,779.5,10358590
206,2024-12-02,790.0499877929688,796.75,785.0,787.2999877929688,8425826
207,2024-12-03,801.25,806.0,790.0,795.0,9874135
208,2024-12-04,788.0999755859375,806.0,784.0499877929688,805.0,12392259
209,2024-12-05,792.5499877929688,797.5,781.0,793.0,12169428
210,2024-12-06,816.7999877929688,818.8499755859375,785.2999877929688,793.0,19716910
211,2024-12-09,798.75,820.3499755859375,797.0,816.7999877929688,15573233
212,2024-12-10,799.9000244140625,810.4500122070312,797.4500122070312,804.7999877929688,13113082
213,2024-12-11,799.0999755859375,806.9500122070312,798.2000122070312,802.9000244140625,7763357
214,2024-12-12,786.3499755859375,802.0,785.5,799.2000122070312,10602758
215,2024-12-13,790.2999877929688,792.5,775.0,789.0,14101869
216,2024-12-16,784.7999877929688,793.9500122070312,783.0,791.4000244140625,10015361
217,2024-12-17,779.75,796.3499755859375,778.0,785.5,10270253
218,2024-12-18,755.7000122070312,774.25,754.0,774.0,19085263
219,2024-12-19,744.0499877929688,755.7999877929688,741.4000244140625,744.4500122070312,17119599
220,2024-12-20,724.0499877929688,749.5499877929688,721.5,744.2999877929688,17962656
221,2024-12-23,722.2000122070312,734.4000244140625,717.7000122070312,733.7000122070312,9653868
222,2024-12-24,736.0999755859375,745.2999877929688,722.5,723.5,12553555
223,2024-12-26,740.7999877929688,747.7999877929688,735.5499877929688,736.0999755859375,9343210
224,2024-12-27,750.5,766.8499755859375,745.7000122070312,749.0,15835079
225,2024-12-30,733.6500244140625,754.9000244140625,730.7000122070312,753.9000244140625,17441198
226,2024-12-31,740.1500244140625,743.4000244140625,732.75,733.6500244140625,7092699
227,2025-01-01,749.25,751.0999755859375,736.0,740.4500122070312,7792251
228,2025-01-02,765.0499877929688,767.3499755859375,749.3499755859375,759.2999877929688,15294572
229,2025-01-03,790.4000244140625,800.5999755859375,761.4500122070312,768.0,24773025
230,2025-01-06,776.25,797.7000122070312,765.2999877929688,797.7000122070312,16948151
231,2025-01-07,793.25,796.9500122070312,772.5,776.0,15547971
232,2025-01-08,794.9500122070312,797.0,781.6500244140625,792.5999755859375,11861066
233,2025-01-09,780.0999755859375,810.0,769.4500122070312,800.0,17948464
234,2025-01-10,774.6500244140625,787.9500122070312,766.7999877929688,780.0499877929688,11144005
235,2025-01-13,751.0,773.5499877929688,748.7999877929688,769.0,12230175
236,2025-01-14,770.5,779.0,751.5,751.5,11377053
237,2025-01-15,763.5999755859375,785.0,756.0499877929688,771.0,10500910
238,2025-01-16,774.3499755859375,781.0,767.3499755859375,769.9000244140625,8680163
239,2025-01-17,779.75,785.5,772.25,773.9000244140625,7007239
240,2025-01-20,774.3499755859375,783.0,767.0,780.0,9956101
241,2025-01-21,760.75,786.6500244140625,758.4000244140625,775.0,11657178
242,2025-01-22,742.75,765.4500122070312,731.0,764.1500244140625,12418474
243,2025-01-23,752.5,759.7000122070312,739.7999877929688,742.75,7916689
244,2025-01-24,734.0999755859375,754.1500244140625,732.2000122070312,750.0499877929688,9513166
245,2025-01-27,713.0499877929688,732.9500122070312,709.2999877929688,732.9500122070312,14123990
246,2025-01-28,728.25,740.8499755859375,707.5,716.5,16104653
247,2025-01-29,752.5,755.0,726.5499877929688,731.5,12461404
248,2025-01-30,696.8499755859375,710.7000122070312,683.2000122070312,709.0,59390998
249,2025-01-31,716.0999755859375,717.0,696.4500122070312,706.0,19157717
